car_name,car_status,car_price,dealer_name,dealer_Rate,dealer_reviews,dealer_location,tel_number,state,region
2024 Subaru Outback Premium,New,34704,Palm Springs Subaru,4.4,109,"Cathedral City, CA",tel:+1-760-699-2495,Cathedral City,CA
2024 Subaru Solterra Touring,New,54319,Diablo Subaru of Walnut Creek,4.0,1187,"Walnut Creek, CA",tel:+1-925-478-3143,Walnut Creek,CA
2024 Honda HR-V LX,New,26405,Johnson Honda of Stuart,4.4,403,"Stuart, FL",tel:+1-888-804-0148,Stuart,FL
2023 Ford Mustang Mach-E GT,New,54625,Woolwine Ford,4.7,221,"Collins, MS",tel:+1-601-921-4442,Collins,MS
2024 Kia Forte GT-Line,New,25295,Future Kia of Clovis,4.1,1450,"Clovis, CA",tel:+1-559-427-5033,Clovis,CA
2024 Subaru Outback Premium,New,32899,Palm Springs Subaru,4.4,109,"Cathedral City, CA",tel:+1-760-699-2495,Cathedral City,CA
2024 Mercedes-Benz AMG EQE Base,New,122850,Mercedes-Benz of San Jose,4.6,996,"San Jose, CA",tel:+1-855-266-0258,San Jose,CA
2024 Hyundai IONIQ 5 Disney100 Platinum Edition,New,51163,Matt Bowers Hyundai,3.5,341,"Gulfport, MS",tel:+1-228-604-8804,Gulfport,MS
2024 Nissan Sentra SR,New,27772,Garber Chrysler Dodge Jeep RAM,4.8,1017,"Saginaw, MI",tel:+1-888-451-9270,Saginaw,MI
2024 Hyundai Elantra HEV Blue,New,27383,Tuscaloosa Hyundai,3.3,369,"Tuscaloosa, AL",tel:+1-205-409-3437,Tuscaloosa,AL
2024 Jeep Grand Cherokee L Limited,New,53000,Advantage Chrysler Jeep Dodge RAM,4.5,168,"Mt Dora, FL",tel:+1-888-474-1178,Mt Dora,FL
2024 Mazda CX-30 Premium Package,New,34185,Mccurley Mazda,4.9,746,"Pasco, WA",tel:+1-509-412-3193,Pasco,WA
2024 Jeep Grand Cherokee 4xe Base,New,51333,Winners Circle Chrysler Dodge Jeep Ram of Franklin VA,0.0,5,"Franklin, VA",tel:+1-757-517-2057,Franklin,VA
2023 Ford Mustang Mach-E Premium,New,46795,County Ford,3.9,335,"Graham, NC",tel:+1-877-227-9740,Graham,NC
2024 Hyundai Tucson SE,New,30000,Herrnstein Hyundai,4.8,1392,"Chillicothe, OH",tel:+1-740-207-4308,Chillicothe,OH
2024 Mercedes-Benz EQS 450+ Base,New,115445,Mercedes-Benz of Cutler Bay,4.9,3619,"Cutler Bay, FL",tel:+1-786-254-5606,Cutler Bay,FL
2024 Jeep Grand Cherokee 4xe Base,New,59171,Kendall Dodge Chrysler Jeep Ram,4.5,3510,"Miami, FL",tel:+1-786-231-3315,Miami,FL
2024 Chevrolet Blazer 3LT,New,38815,Key Chevrolet GMC Cadillac of Burlington,2.6,173,"South Burlington, VT",tel:+1-802-881-0922,South Burlington,VT
2024 Jeep Compass Limited,New,40805,Tasca Chrysler Dodge Jeep Ram Fiat,4.1,32,"Kingston, NY",tel:+1-845-943-2317,Kingston,NY
2024 Subaru Solterra Limited,New,49341,Subaru of Gainesville,4.9,243,"Gainesville, FL",tel:+1-888-438-6494,Gainesville,FL
2024 Jeep Grand Cherokee L Summit,New,75750,Davis Chrysler Dodge Jeep Ram Yulee,4.7,306,"Yulee, FL",tel:+1-904-572-4233,Yulee,FL
2024 Chevrolet Equinox LS,New,27270,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2024 Cadillac LYRIQ Luxury,New,76440,Parker Cadillac,4.2,286,"Little Rock, AR",tel:+1-501-392-3027,Little Rock,AR
2024 Mazda CX-30 Preferred,New,30490,Mccurley Mazda,4.9,746,"Pasco, WA",tel:+1-509-412-3193,Pasco,WA
2024 Hyundai Elantra HEV Blue,New,28420,Hyundai of Jasper,0.0,124,"Jasper, AL",tel:+1-205-544-2696,Jasper,AL
2023 Subaru Solterra Limited,New,43813,Ira Subaru of Manchester,4.6,989,"Manchester, NH",tel:+1-603-256-9348,Manchester,NH
2023 Hyundai Sonata Hybrid Blue,New,30060,Billingsley Hyundai,4.7,535,"Lawton, OK",tel:+1-580-215-5217,Lawton,OK
2024 GMC Terrain Denali,New,42467,Chevrolet GMC of Fairbanks,4.5,737,"Fairbanks, AK",tel:+1-877-839-5049,Fairbanks,AK
2024 Ford Edge ST Line,New,43875,Cocoa Ford,4.8,139,"Cocoa, FL",tel:+1-888-927-0943,Cocoa,FL
2024 Ford F-150 XLT,New,60960,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2023 Ford Explorer Platinum,New,62024,Steamboat Motors,4.1,99,"Steamboat Springs, CO",tel:+1-970-457-4917,Steamboat Springs,CO
2024 Volkswagen Tiguan 2.0T SE,New,33661,Overturf Volkswagen Kia,4.9,1340,"Kennewick, WA",tel:+1-509-492-3385,Kennewick,WA
2024 Ford F-150 XLT,New,63275,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2024 Toyota Tundra Hybrid Limited,New,61982,Ira Toyota of Manchester,4.4,2325,"Manchester, NH",tel:+1-603-769-3016,Manchester,NH
2024 BMW 760 760i xDrive,New,125570,BMW of El Paso,4.7,510,"El Paso, TX",tel:+1-915-242-4430,El Paso,TX
2024 BMW 760 760i xDrive,New,126620,BMW of El Paso,4.7,510,"El Paso, TX",tel:+1-915-242-4430,El Paso,TX
2024 Ford F-150 XLT,New,62985,Bolton Ford,0.0,233,"Lake Charles, LA",tel:+1-337-214-1980,Lake Charles,LA
2024 Chevrolet Equinox LS,New,26280,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2024 Nissan Altima 2.5 SR,New,30225,Preston Ford Lincoln Hyundai Nissan,0.0,564,"Hurlock, MD",tel:+1-410-673-7171,Hurlock,MD
2024 Volkswagen Taos 1.5T SEL,New,36131,West Herr Volkswagen,0.0,27,"Bowmansville, NY",tel:+1-716-261-1710,Bowmansville,NY
2023 Jeep Wrangler 4xe Base,New,54215,Peters Chrysler Dodge Jeep RAM Fiat,0.0,59,"Longview, TX",tel:+1-903-374-7089,Longview,TX
2024 Hyundai Elantra HEV Limited,New,30777,Tuscaloosa Hyundai,3.3,369,"Tuscaloosa, AL",tel:+1-205-409-3437,Tuscaloosa,AL
2023 Mercedes-Benz EQB 300 4MATIC,New,62180,Mercedes-Benz of Edison,5.0,4732,"Edison, NJ",tel:+1-732-372-4427,Edison,NJ
2024 Mazda CX-30 Premium Package,New,33365,Mccurley Mazda,4.9,746,"Pasco, WA",tel:+1-509-412-3193,Pasco,WA
2024 Ford F-350 XL,New,51605,Gaudin Ford,4.0,1153,"Las Vegas, NV",tel:+1-877-502-2856,Las Vegas,NV
2024 Subaru Solterra Touring,New,54319,Diablo Subaru of Walnut Creek,4.0,1187,"Walnut Creek, CA",tel:+1-925-478-3143,Walnut Creek,CA
2024 Mazda CX-50 2.5 Turbo Premium Package,New,43605,Tom Dolan's Reno KIA,4.2,483,"Reno, NV",tel:+1-775-344-4677,Reno,NV
2024 Mercedes-Benz EQE 350 EQE 350,New,85595,Mercedes-Benz Of Bloomfield Hills,4.5,138,"Bloomfield Hills, MI",tel:+1-248-686-1027,Bloomfield Hills,MI
2023 Subaru Solterra Touring,New,53715,Atlantic Subaru,4.9,279,"Bourne, MA",tel:+1-508-403-0032,Bourne,MA
2024 Hyundai Elantra HEV Limited,New,30107,Spokane Hyundai,4.0,1179,"Spokane Valley, WA",tel:+1-866-497-2248,Spokane Valley,WA
2024 Subaru Solterra Limited,New,48428,Hanlees Napa Subaru,4.7,495,"Napa, CA",tel:+1-888-885-1746,Napa,CA
2024 Dodge Hornet R/T Plus EAWD,New,46697,Don White's Timonium Chrysler Jeep Dodge and RAM,4.5,440,"Cockeysville, MD",tel:+1-410-324-7659,Cockeysville,MD
2023 Ford Explorer Platinum,New,61529,Steamboat Motors,4.1,99,"Steamboat Springs, CO",tel:+1-970-457-4917,Steamboat Springs,CO
2024 Ford Edge SE,New,37625,Cocoa Ford,4.8,139,"Cocoa, FL",tel:+1-888-927-0943,Cocoa,FL
2024 Mazda CX-50 2.5 S Preferred Package,New,34200,Tom Dolan's Reno KIA,4.2,483,"Reno, NV",tel:+1-775-344-4677,Reno,NV
2024 Jeep Grand Cherokee 4xe Base,New,57998,Performance Chrysler Jeep Dodge RAM,3.9,559,"Columbus, OH",tel:+1-888-803-1468,Columbus,OH
2024 Dodge Hornet R/T Plus EAWD,New,46697,Don White's Timonium Chrysler Jeep Dodge and RAM,4.5,440,"Cockeysville, MD",tel:+1-410-324-7659,Cockeysville,MD
2024 Subaru Solterra Limited,New,48428,Hanlees Napa Subaru,4.7,495,"Napa, CA",tel:+1-888-885-1746,Napa,CA
2023 Mercedes-Benz EQB 300 4MATIC,New,65155,Mercedes-Benz of Edison,5.0,4732,"Edison, NJ",tel:+1-732-372-4427,Edison,NJ
2024 BMW i5 M60,New,90695,Richmond BMW,4.6,1267,"Richmond, VA",tel:+1-888-473-7982,Richmond,VA
2024 BMW i5 M60,New,89095,Richmond BMW,4.6,1267,"Richmond, VA",tel:+1-888-473-7982,Richmond,VA
2024 BMW i5 M60,New,90095,Richmond BMW,4.6,1267,"Richmond, VA",tel:+1-888-473-7982,Richmond,VA
2024 Mercedes-Benz AMG EQE Base,New,122500,Fletcher Jones Motorcars of Fremont,4.4,1231,"Fremont, CA",tel:+1-510-270-5875,Fremont,CA
2024 Chevrolet Equinox LS,New,26280,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2024 Chevrolet Equinox LS,New,26280,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2024 Hyundai Elantra HEV Blue,New,27866,Tuscaloosa Hyundai,3.3,369,"Tuscaloosa, AL",tel:+1-205-409-3437,Tuscaloosa,AL
2024 Volkswagen Taos 1.5T SE,New,30348,Basil Volkswagen of Lockport,4.4,232,"Lockport, NY",tel:+1-716-210-7476,Lockport,NY
2024 Chevrolet Equinox LS,New,26280,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2024 Honda HR-V 2WD Sport,New,27040,Yuma Honda,4.9,592,"Yuma, AZ",tel:+1-928-256-4121,Yuma,AZ
2023 Ford Mustang Mach-E Premium,New,48195,Woolwine Ford,4.7,221,"Collins, MS",tel:+1-601-921-4442,Collins,MS
2024 Volkswagen Taos 1.5T SE,New,31751,West Herr Volkswagen,0.0,27,"Bowmansville, NY",tel:+1-716-261-1710,Bowmansville,NY
2024 Jeep Wrangler 4xe Sahara,New,60926,Team One Chrysler Dodge Jeep Ram of Gadsden,4.4,148,"Gadsen, AL",tel:+1-866-429-9349,Gadsen,AL
2024 Cadillac LYRIQ Sport,New,71835,Parker Cadillac,4.2,286,"Little Rock, AR",tel:+1-501-392-3027,Little Rock,AR
2024 RAM 3500 Big Horn,New,73182,Ed Murdock Chrysler Dodge Jeep Inc,0.0,8,"Lavonia, GA",tel:+1-888-690-3262,Lavonia,GA
2024 Chevrolet Blazer RS,New,52715,Ellis Chevrolet GMC Buick,4.0,57,"Malone, NY",tel:+1-888-462-7741,Malone,NY
2024 Mercedes-Benz AMG EQE Base,New,110655,Fletcher Jones Motorcars of Fremont,4.4,1231,"Fremont, CA",tel:+1-510-270-5875,Fremont,CA
2023 Subaru Solterra Limited,New,46413,Diablo Subaru of Walnut Creek,4.0,1187,"Walnut Creek, CA",tel:+1-925-478-3143,Walnut Creek,CA
2024 Kia Soul S,New,24640,Haddad Dodge Ram,0.0,370,"Bakersfield, CA",tel:+1-661-241-9190,Bakersfield,CA
2024 Mazda CX-5 2.5 S Select Package,New,31168,Billion Auto - Mazda,4.7,177,"Sioux Falls, SD",tel:+1-877-329-7194,Sioux Falls,SD
2024 Mercedes-Benz AMG EQE Base,New,114150,Mercedes-Benz of San Jose,4.6,996,"San Jose, CA",tel:+1-855-266-0258,San Jose,CA
2024 BMW i7 xDrive60,New,130745,BMW of Tucson,4.8,1721,"Tucson, AZ",tel:+1-833-241-3186,Tucson,AZ
2023 Ford Mustang Mach-E Premium,New,48195,Woolwine Ford,4.7,221,"Collins, MS",tel:+1-601-921-4442,Collins,MS
2023 Jeep Renegade Trailhawk,New,30121,Southern Chrysler Dodge Jeep Ram Greenbrier,4.2,3159,"Chesapeake, VA",tel:+1-757-644-0480,Chesapeake,VA
2024 Jeep Wrangler 4xe Sport,New,53940,Hendrick Chrysler Dodge Jeep RAM Hoover,4.9,5317,"Birmingham, AL",tel:+1-833-366-3949,Birmingham,AL
2024 Mazda CX-5 Select,New,31140,Billion Auto - Mazda,4.7,177,"Sioux Falls, SD",tel:+1-877-329-7194,Sioux Falls,SD
2024 Subaru Outback Limited XT,New,42086,Palm Springs Subaru,4.4,109,"Cathedral City, CA",tel:+1-760-699-2495,Cathedral City,CA
2024 Volvo XC40 Recharge Pure Electric Twin Ultimate,New,62775,"Portland Volvo of Scarborough, ME",4.1,535,"Scarborough, ME",tel:+1-877-588-7468,Scarborough,ME
2024 BMW i7 xDrive60,New,128945,BMW of Jackson,0.0,115,"Jackson, MS",tel:+1-601-440-1305,Jackson,MS
2023 Buick Enclave Essence FWD,New,40990,Parks Buick GMC Kernersville,4.7,2027,"Kernersville, NC",tel:+1-336-900-7038,Kernersville,NC
2024 Mercedes-Benz AMG EQE Base,New,120250,Mercedes-Benz of San Jose,4.6,996,"San Jose, CA",tel:+1-855-266-0258,San Jose,CA
2024 Volkswagen Taos 1.5T SEL,New,34758,Basil Volkswagen of Lockport,4.4,232,"Lockport, NY",tel:+1-716-210-7476,Lockport,NY
2024 Chevrolet Equinox LS,New,25334,Lexington Park Chevrolet Buick GMC,4.4,39,"California, MD",tel:+1-301-494-9375,California,MD
2024 Hyundai Santa Cruz 2.5T NIGHT,New,38904,Bill Marsh Traverse City,4.2,97,"Traverse City, MI",tel:+1-231-668-9547,Traverse City,MI
2024 Kia Forte LXS,New,21865,Future Kia of Clovis,4.1,1450,"Clovis, CA",tel:+1-559-427-5033,Clovis,CA
2024 Mazda CX-50 2.5 S Select Package,New,31707,Tom Dolan's Reno KIA,4.2,483,"Reno, NV",tel:+1-775-344-4677,Reno,NV
2024 Cadillac LYRIQ Tech,New,60990,Parker Cadillac,4.2,286,"Little Rock, AR",tel:+1-501-392-3027,Little Rock,AR
2024 Jeep Grand Cherokee L Limited,New,49536,Len Stoler Chrysler Dodge Jeep RAM,4.8,935,"Westminster, MD",tel:+1-410-840-7708,Westminster,MD
2024 Jeep Grand Cherokee L Limited,New,52825,Len Stoler Chrysler Dodge Jeep RAM,4.8,935,"Westminster, MD",tel:+1-410-840-7708,Westminster,MD
2024 Ford Edge SEL,New,40075,Cocoa Ford,4.8,139,"Cocoa, FL",tel:+1-888-927-0943,Cocoa,FL
2024 Honda CR-V Hybrid Sport-L,New,39980,Perfection Honda,4.7,2486,"Rio Rancho, NM",tel:+1-833-547-3571,Rio Rancho,NM
2023 Ford Mustang Mach-E Select,New,41695,Woolwine Ford,4.7,221,"Collins, MS",tel:+1-601-921-4442,Collins,MS
2024 Volkswagen Taos 1.5T SE,New,31766,Rudolph Volkswagen of El Paso,4.4,226,"El Paso, TX",tel:+1-915-242-4433,El Paso,TX
2024 Mazda CX-5 2.5 S Select Package,New,31168,Billion Auto - Mazda,4.7,177,"Sioux Falls, SD",tel:+1-877-329-7194,Sioux Falls,SD
2024 Mercedes-Benz AMG EQE Base,New,114150,Mercedes-Benz of San Jose,4.6,996,"San Jose, CA",tel:+1-855-266-0258,San Jose,CA
2024 BMW X1 xDrive28i,New,45795,BMW of Tucson,4.8,1721,"Tucson, AZ",tel:+1-833-241-3186,Tucson,AZ
2023 Nissan ARIYA EVOLVE+,New,48255,Russ Darrow Nissan,4.6,1117,"Milwaukee, WI",tel:+1-888-399-5478,Milwaukee,WI
2024 Jeep Grand Cherokee 4xe,New,53410,Vaughn Automotive,3.2,136,"Ottumwa, IA",tel:+1-888-702-1985,Ottumwa,IA
2023 Mercedes-Benz EQB 300 4MATIC,New,65050,Mercedes-Benz of Edison,5.0,4732,"Edison, NJ",tel:+1-732-372-4427,Edison,NJ
2023 Mercedes-Benz EQB 300 Base 4MATIC,New,61115,Mercedes-Benz of Jackson,4.2,821,"Ridgeland, MS",tel:+1-601-605-7235,Ridgeland,MS
2024 Jeep Compass Latitude,New,35930,Sacramento Chrysler Dodge Jeep Ram,0.0,0,"Sacramento, CA",tel:+1-916-281-0182,Sacramento,CA
2024 Volkswagen Taos 1.5T SE,New,30348,Basil Volkswagen of Lockport,4.4,232,"Lockport, NY",tel:+1-716-210-7476,Lockport,NY
2024 BMW i7 xDrive60,New,130745,BMW of Tucson,4.8,1721,"Tucson, AZ",tel:+1-833-241-3186,Tucson,AZ
2024 Honda HR-V 2WD Sport,New,27040,Yuma Honda,4.9,592,"Yuma, AZ",tel:+1-928-256-4121,Yuma,AZ
2023 Ford Mustang Mach-E Premium,New,48195,Woolwine Ford,4.7,221,"Collins, MS",tel:+1-601-921-4442,Collins,MS
2024 Volkswagen Taos 1.5T SE,New,31751,West Herr Volkswagen,0.0,27,"Bowmansville, NY",tel:+1-716-261-1710,Bowmansville,NY
2023 Ford Mustang Mach-E Premium,New,48195,Woolwine Ford,4.7,221,"Collins, MS",tel:+1-601-921-4442,Collins,MS
2023 Jeep Renegade Trailhawk,New,30121,Southern Chrysler Dodge Jeep Ram Greenbrier,4.2,3159,"Chesapeake, VA",tel:+1-757-644-0480,Chesapeake,VA
2024 Mercedes-Benz AMG EQE Base,New,110655,Fletcher Jones Motorcars of Fremont,4.4,1231,"Fremont, CA",tel:+1-510-270-5875,Fremont,CA
2023 Subaru Solterra Limited,New,46413,Diablo Subaru of Walnut Creek,4.0,1187,"Walnut Creek, CA",tel:+1-925-478-3143,Walnut Creek,CA
2024 Kia Soul S,New,24640,Haddad Dodge Ram,0.0,370,"Bakersfield, CA",tel:+1-661-241-9190,Bakersfield,CA
2024 Jeep Wrangler 4xe Sahara,New,60926,Team One Chrysler Dodge Jeep Ram of Gadsden,4.4,148,"Gadsen, AL",tel:+1-866-429-9349,Gadsen,AL
2023 Ford Mustang Mach-E Select,New,42990,Woolwine Ford,4.7,221,"Collins, MS",tel:+1-601-921-4442,Collins,MS
2024 Mercedes-Benz AMG EQE Base,New,116310,Fletcher Jones Motorcars of Fremont,4.4,1231,"Fremont, CA",tel:+1-510-270-5875,Fremont,CA
2024 Jeep Grand Cherokee 4xe Base,New,62515,Kendall Dodge Chrysler Jeep Ram,4.5,3510,"Miami, FL",tel:+1-786-231-3315,Miami,FL
2024 Mazda CX-30 Select,New,28325,Mccurley Mazda,4.9,746,"Pasco, WA",tel:+1-509-412-3193,Pasco,WA
2024 Ford Edge SEL,New,40075,Cocoa Ford,4.8,139,"Cocoa, FL",tel:+1-888-927-0943,Cocoa,FL
2023 Nissan ARIYA PREMIERE,New,56950,Vision Nissan Greece,4.1,261,"Rochester, NY",tel:+1-585-565-4341,Rochester,NY
2024 Dodge Hornet GT,New,34490,Lithia Chrysler Dodge Jeep Ram of Corpus Christi,4.4,2072,"Corpus Christi, TX",tel:+1-361-232-4443,Corpus Christi,TX
2024 Chevrolet Trailblazer LT,New,25835,Ed Morse Chevy Buick GMC,4.6,531,"Muscatine, IA",tel:+1-563-316-3023,Muscatine,IA
2024 Chevrolet Equinox RS,New,32625,Davis Gainesville Chevrolet Mazda,4.6,767,"Gainesville, FL",tel:+1-888-903-5119,Gainesville,FL
2024 Honda CR-V Hybrid Sport-L,New,39980,Perfection Honda,4.7,2486,"Rio Rancho, NM",tel:+1-833-547-3571,Rio Rancho,NM
2024 Hyundai IONIQ 5 Limited,New,61775,Jason Pilger Hyundai,3.9,601,"Gautier, MS",tel:+1-228-366-9803,Gautier,MS
2024 Chevrolet Blazer EV RS,New,50595,Key Chevrolet of White River,0.0,3,"Hartford, VT",tel:+1-802-428-4127,Hartford,VT
2024 BMW i5 eDrive40,New,79145,Richmond BMW,4.6,1267,"Richmond, VA",tel:+1-888-473-7982,Richmond,VA
2024 BMW i5 eDrive40,New,70995,Richmond BMW,4.6,1267,"Richmond, VA",tel:+1-888-473-7982,Richmond,VA
2024 Toyota Tundra Hybrid Platinum,New,73838,Ardmore Toyota,4.9,1064,"Ardmore, PA",tel:+1-888-470-1207,Ardmore,PA
2024 Jeep Grand Wagoneer L Series III,New,121650,Anchorage Chrysler Dodge Jeep RAM Center,4.9,4374,"Anchorage, AK",tel:+1-888-375-8606,Anchorage,AK
2024 Alfa Romeo Giulia Veloce RWD,New,55225,Greenway FIAT of East Orlando,3.5,149,"Orlando, FL",tel:+1-407-287-5104,Orlando,FL
2024 Kia Forte GT-Line,New,24765,Future Kia of Clovis,4.1,1450,"Clovis, CA",tel:+1-559-427-5033,Clovis,CA
2024 Subaru Outback Premium,New,36490,Palm Springs Subaru,4.4,109,"Cathedral City, CA",tel:+1-760-699-2495,Cathedral City,CA
2024 Ford Edge SE,New,35995,"Paducah Ford Lincoln Mazda, Inc.",4.4,322,"Paducah, KY",tel:+1-270-908-3119,Paducah,KY
2024 Alfa Romeo Giulia Veloce RWD,New,54565,Greenway FIAT of East Orlando,3.5,149,"Orlando, FL",tel:+1-407-287-5104,Orlando,FL
2024 Jeep Wagoneer L Series II,New,84854,Lake Norman Chrysler Dodge Jeep Ram,4.6,4809,"Cornelius, NC",tel:+1-704-228-1294,Cornelius,NC
2024 Cadillac XT4 Premium Luxury,New,48815,Devan Lowe Buick Cadillac GMC,5.0,341,"Rainbow City, AL",tel:+1-256-399-4203,Rainbow City,AL
2024 Jeep Grand Cherokee L Limited,New,48952,Moore Motor Sales,4.3,68,"Caro, MI",tel:+1-989-863-4707,Caro,MI
2024 Hyundai Santa Cruz 2.5T Limited,New,41713,Philpott Hyundai,5.0,323,"Neederland, TX",tel:+1-866-494-8514,Neederland,TX
2024 Mazda CX-5 2.5 S Premium,New,35853,Billion Auto - Mazda,4.7,177,"Sioux Falls, SD",tel:+1-877-329-7194,Sioux Falls,SD
2024 Nissan Rogue SV,New,32375,Palm Springs Nissan,4.1,723,"Cathedral City, CA",tel:+1-760-558-4224,Cathedral City,CA
2024 Hyundai Elantra HEV Blue,New,27720,Hyundai of Jasper,0.0,124,"Jasper, AL",tel:+1-205-544-2696,Jasper,AL
2024 Subaru Impreza Sport,New,29585,DuTeau Chevrolet,4.1,186,"Lincoln, NE",tel:+1-402-858-1567,Lincoln,NE
2024 Toyota Tundra Hybrid Capstone,New,82394,Ardmore Toyota,4.9,1064,"Ardmore, PA",tel:+1-888-470-1207,Ardmore,PA
2024 Subaru Solterra Touring,New,55007,AutoNation Subaru Carlsbad,4.6,5080,"Carlsbad, CA",tel:+1-866-662-8042,Carlsbad,CA
2024 Mazda CX-30 Select,New,28835,Mccurley Mazda,4.9,746,"Pasco, WA",tel:+1-509-412-3193,Pasco,WA
2024 Nissan Rogue SV,New,32375,Palm Springs Nissan,4.1,723,"Cathedral City, CA",tel:+1-760-558-4224,Cathedral City,CA
2023 Hyundai Sonata SEL,New,29175,Maui Hyundai,0.0,4,"Kahului, HI",tel:+1-808-868-5593,Kahului,HI
2024 Ford Escape ST-Line,New,34250,"Feyer Ford of Edenton, Inc.",4.9,108,"Edenton, NC",tel:+1-252-505-3070,Edenton,NC
2024 Ford Edge SE,New,35995,"Paducah Ford Lincoln Mazda, Inc.",4.4,322,"Paducah, KY",tel:+1-270-908-3119,Paducah,KY
2024 Alfa Romeo Giulia Veloce RWD,New,54565,Greenway FIAT of East Orlando,3.5,149,"Orlando, FL",tel:+1-407-287-5104,Orlando,FL
2024 Cadillac LYRIQ Sport,New,62210,Handy Cadillac Buick GMC,4.4,108,"Saint Albans, VT",tel:+1-802-466-4031,Saint Albans,VT
2024 Volkswagen Taos 1.5T SE,New,30348,Basil Volkswagen of Lockport,4.4,232,"Lockport, NY",tel:+1-716-210-7476,Lockport,NY
2024 Hyundai Santa Cruz 2.5T XRT,New,40488,Bill Marsh Traverse City,4.2,97,"Traverse City, MI",tel:+1-231-668-9547,Traverse City,MI
2024 RAM 3500 Tradesman,New,65583,Kendall Dodge Chrysler Jeep Ram,4.5,3510,"Miami, FL",tel:+1-786-231-3315,Miami,FL
2024 Jeep Grand Cherokee 4xe Base,New,63356,O'Steen Chrysler Dodge Jeep Ram,5.0,7,"Nashville, GA",tel:+1-229-688-3244,Nashville,GA
2024 Kia Forte LXS,New,23685,Future Kia of Clovis,4.1,1450,"Clovis, CA",tel:+1-559-427-5033,Clovis,CA
2024 Cadillac LYRIQ Luxury,New,77075,Parker Cadillac,4.2,286,"Little Rock, AR",tel:+1-501-392-3027,Little Rock,AR
2024 BMW i7 xDrive60,New,130545,BMW of Tucson,4.8,1721,"Tucson, AZ",tel:+1-833-241-3186,Tucson,AZ
2023 Hyundai Elantra HEV Limited,New,30550,Hyundai of Jasper,0.0,124,"Jasper, AL",tel:+1-205-544-2696,Jasper,AL
2024 Hyundai Santa Cruz 2.5T Limited,New,42056,Bill Marsh Traverse City,4.2,97,"Traverse City, MI",tel:+1-231-668-9547,Traverse City,MI
2024 BMW X1 M35i,New,58595,BMW of Tucson,4.8,1721,"Tucson, AZ",tel:+1-833-241-3186,Tucson,AZ
2023 RAM ProMaster 3500 High Roof,New,57535,Bud Clary Chevrolet of Moses Lake,4.5,264,"Moses Lake, WA",tel:+1-509-855-4020,Moses Lake,WA
2024 Cadillac XT4 Sport,New,46390,Parker Cadillac,4.2,286,"Little Rock, AR",tel:+1-501-392-3027,Little Rock,AR
2024 Dodge Hornet GT Plus,New,43175,All American Chrysler Dodge Jeep Ram of Odessa,4.5,2041,"Odessa, TX",tel:+1-432-316-2182,Odessa,TX
2024 Ford Edge SEL,New,36915,AutoNation Ford Wolfchase,4.6,1618,"Memphis, TN",tel:+1-888-246-1461,Memphis,TN
2024 Chevrolet Blazer EV RS,New,54595,Basil Fredonia (Chevrolet),4.4,327,"Fredonia, NY",tel:+1-716-351-1047,Fredonia,NY
2024 Chevrolet Blazer 3LT,New,40445,Jessup Auto Plaza,4.2,573,"Cathedral City, CA",tel:+1-760-810-4408,Cathedral City,CA
2023 Ford Mustang Mach-E Premium,New,41750,Walt Massey Chevrolet GMC Columbia,4.2,7,"Columbia, MS",tel:+1-601-633-4827,Columbia,MS
2023 Jeep Grand Cherokee 4xe Overland,New,64165,All American Chrysler Dodge Jeep Ram of Midland,4.5,1128,"Midland, TX",tel:+1-432-316-2170,Midland,TX
2024 Buick Encore GX Avenir,New,35985,Ray Skillman Northeast Buick GMC,4.7,1184,"Indianapolis, IN",tel:+1-888-552-3958,Indianapolis,IN
2024 Jeep Wagoneer L Series II,New,86775,Shottenkirk Chrysler Dodge Jeep Ram of Granbury,4.4,493,"Granbury, TX",tel:+1-817-776-5784,Granbury,TX
2024 Nissan Kicks SV,New,24345,South Park Nissan,4.4,55,"San Antonio, TX",tel:+1-855-875-4188,San Antonio,TX
2024 BMW 530 i,New,64775,Century Automotive,3.2,393,"Huntsville, AL",tel:+1-888-543-9050,Huntsville,AL
2024 Audi Q3 45 S line Premium,New,43920,Audi Traverse City,0.0,3,"Traverse City, MI",tel:+1-231-668-4115,Traverse City,MI
2023 Buick Envision Avenir,New,46975,Prince of Albany,3.0,47,"Albany, GA",tel:+1-229-351-4013,Albany,GA
2024 Kia Sportage Hybrid LX,New,30185,Coastal Kia,4.8,4480,"Wilmington, NC",tel:+1-910-550-1863,Wilmington,NC
2024 Subaru Outback Premium,New,36490,Palm Springs Subaru,4.4,109,"Cathedral City, CA",tel:+1-760-699-2495,Cathedral City,CA
